Step,CustomCNN,NatureCNN
49466496,0.190263078,0.199937684
49600000,0.157400861,0.253640228
49618816,0.182235718,0.180291594
49626880,0.179324418,0.238870019
49629184,0.186527923,0.223606139
49661824,0.15639931,0.213117153
49676416,0.171925008,0.239521207
49726976,0.19102855,0.196951225
49771392,0.169071496,0.168383109
49772032,0.15642947,0.214930511
49814400,0.196977884,0.227132299
49870848,0.174152106,0.219413629
