StepV,ValueV,StepF,ValueF,StepL,ValueL
29206288,197.6341827,29228768,431.2066345,29249504,289.5326073
29226880,330.7282196,29234560,616.9406738,29281344,451.6827147
29237520,380.0076965,29265104,398.5574341,29290896,841.112817
29240704,514.1296692,29305152,256.3833008,29322736,605.3547247
29267120,192.7986191,29319152,0,29329104,554.1870987
29280320,499.9156677,29363808,51.75946045,29360944,600.7350438
29292464,327.3125153,29373792,0,29402336,247.7252085
29310288,538.2681152,29410032,339.6716309,29408704,854.1957956
29320288,547.0495422,29417648,47.61712646,29440544,240.4044392
29426368,262.7249908,29428336,135.8760376,29450096,735.2730261
29437184,120.6490677,29441328,158.7565155,29481936,713.099645
29451008,474.2852234,29443632,362.3361206,29488304,127.3952894
29497920,361.1493347,29504880,11.82029533,29529696,519.3504624
29498688,564.582074,29529104,0,29561536,470.3213282
29524304,84.22169952,29542960,451.5658264,29567904,673.8748068
29526720,226.3070709,29548832,254.1930847,29599744,846.1117145
29552000,517.2205078,29565184,521.4555664,29609296,748.7075252
29590592,574.1310059,29648416,426.1828918,29641136,391.2634628
29642960,551.3629944,29663584,100.9257584,29679344,173.487862
29648672,538.7942505,29684096,0,29688896,662.8275833
29659584,0,29700560,469.9872131,29720736,477.6983981
29662624,64.76154785,29726928,52.03921509,29758944,418.3972402
29690640,524.6474304,29759392,178.720993,29768496,399.4849591
29726592,96.24738235,29760224,572.2086182,29800336,681.9245158
29783200,133.556424,29763312,96.07981873,29806704,165.8266354
29798336,218.3798721,29764128,613.3731689,29838544,348.6422899
29839152,381.9197296,29769680,455.7810669,29848096,505.4682317
29842112,165.7404053,29798656,335.54953,29886304,833.9263658
29901360,0,29802576,200.9650269,29918144,44.2848163
29922448,30.91316872,29868768,635.3408813,29927696,748.8508973
29927664,429.6848785,29906944,98.83729553,29959536,607.2359336
29949584,173.6032379,29924656,327.2062988,29965904,438.350583
29965232,560.5871704,29959216,20.95241737,29997744,506.3576165
